CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_MUN_Unique,NOM_ENT_Clean,NOM_MUN_Clean,KEY_inegi,best_match,match_score,ESTADO_Clean,MUNICIPIO_Clean,KEY_prod
13,Hidalgo,63,Tepeji del Río de Ocampo,13-063,hidalgo,tepeji del rio de ocampo,hidalgo-tepeji del rio de ocampo,hidalgo-tepeji del rio de ocampo,100,hidalgo,tepeji del rio de ocampo,hidalgo-tepeji del rio de ocampo
13,Hidalgo,64,Tepetitlán,13-064,hidalgo,tepetitlan,hidalgo-tepetitlan,hidalgo-tepetitlan,100,hidalgo,tepetitlan,hidalgo-tepetitlan
13,Hidalgo,65,Tetepango,13-065,hidalgo,tetepango,hidalgo-tetepango,hidalgo-tetepango,100,hidalgo,tetepango,hidalgo-tetepango
13,Hidalgo,66,Villa de Tezontepec,13-066,hidalgo,villa de tezontepec,hidalgo-villa de tezontepec,hidalgo-villa de tezontepec,100,hidalgo,villa de tezontepec,hidalgo-villa de tezontepec
13,Hidalgo,67,Tezontepec de Aldama,13-067,hidalgo,tezontepec de aldama,hidalgo-tezontepec de aldama,hidalgo-tezontepec de aldama,100,hidalgo,tezontepec de aldama,hidalgo-tezontepec de aldama
13,Hidalgo,68,Tianguistengo,13-068,hidalgo,tianguistengo,hidalgo-tianguistengo,hidalgo-tianguistengo,100,hidalgo,tianguistengo,hidalgo-tianguistengo
13,Hidalgo,69,Tizayuca,13-069,hidalgo,tizayuca,hidalgo-tizayuca,hidalgo-tizayuca,100,hidalgo,tizayuca,hidalgo-tizayuca
13,Hidalgo,70,Tlahuelilpan,13-070,hidalgo,tlahuelilpan,hidalgo-tlahuelilpan,hidalgo-tlahuelilpan,100,hidalgo,tlahuelilpan,hidalgo-tlahuelilpan
13,Hidalgo,71,Tlahuiltepa,13-071,hidalgo,tlahuiltepa,hidalgo-tlahuiltepa,hidalgo-tlahuiltepa,100,hidalgo,tlahuiltepa,hidalgo-tlahuiltepa
13,Hidalgo,72,Tlanalapa,13-072,hidalgo,tlanalapa,hidalgo-tlanalapa,hidalgo-tlanalapa,100,hidalgo,tlanalapa,hidalgo-tlanalapa
13,Hidalgo,73,Tlanchinol,13-073,hidalgo,tlanchinol,hidalgo-tlanchinol,hidalgo-tlanchinol,100,hidalgo,tlanchinol,hidalgo-tlanchinol
13,Hidalgo,74,Tlaxcoapan,13-074,hidalgo,tlaxcoapan,hidalgo-tlaxcoapan,hidalgo-tlaxcoapan,100,hidalgo,tlaxcoapan,hidalgo-tlaxcoapan
13,Hidalgo,75,Tolcayuca,13-075,hidalgo,tolcayuca,hidalgo-tolcayuca,hidalgo-tolcayuca,100,hidalgo,tolcayuca,hidalgo-tolcayuca
13,Hidalgo,76,Tula de Allende,13-076,hidalgo,tula de allende,hidalgo-tula de allende,hidalgo-tula de allende,100,hidalgo,tula de allende,hidalgo-tula de allende
13,Hidalgo,77,Tulancingo de Bravo,13-077,hidalgo,tulancingo de bravo,hidalgo-tulancingo de bravo,hidalgo-tulancingo de bravo,100,hidalgo,tulancingo de bravo,hidalgo-tulancingo de bravo
13,Hidalgo,78,Xochiatipan,13-078,hidalgo,xochiatipan,hidalgo-xochiatipan,hidalgo-xochiatipan,100,hidalgo,xochiatipan,hidalgo-xochiatipan
13,Hidalgo,79,Xochicoatlán,13-079,hidalgo,xochicoatlan,hidalgo-xochicoatlan,hidalgo-xochicoatlan,100,hidalgo,xochicoatlan,hidalgo-xochicoatlan
13,Hidalgo,80,Yahualica,13-080,hidalgo,yahualica,hidalgo-yahualica,hidalgo-yahualica,100,hidalgo,yahualica,hidalgo-yahualica
13,Hidalgo,81,Zacualtipán de Ángeles,13-081,hidalgo,zacualtipan de angeles,hidalgo-zacualtipan de angeles,hidalgo-zacualtipan de angeles,100,hidalgo,zacualtipan de angeles,hidalgo-zacualtipan de angeles
13,Hidalgo,82,Zapotlán de Juárez,13-082,hidalgo,zapotlan de juarez,hidalgo-zapotlan de juarez,hidalgo-zapotlan de juarez,100,hidalgo,zapotlan de juarez,hidalgo-zapotlan de juarez
13,Hidalgo,83,Zempoala,13-083,hidalgo,zempoala,hidalgo-zempoala,hidalgo-zempoala,100,hidalgo,zempoala,hidalgo-zempoala
13,Hidalgo,84,Zimapán,13-084,hidalgo,zimapan,hidalgo-zimapan,hidalgo-zimapan,100,hidalgo,zimapan,hidalgo-zimapan
14,Jalisco,1,Acatic,14-001,jalisco,acatic,jalisco-acatic,jalisco-acatic,100,jalisco,acatic,jalisco-acatic
14,Jalisco,2,Acatlán de Juárez,14-002,jalisco,acatlan de juarez,jalisco-acatlan de juarez,jalisco-acatlan de juarez,100,jalisco,acatlan de juarez,jalisco-acatlan de juarez
14,Jalisco,3,Ahualulco de Mercado,14-003,jalisco,ahualulco de mercado,jalisco-ahualulco de mercado,jalisco-ahualulco de mercado,100,jalisco,ahualulco de mercado,jalisco-ahualulco de mercado
14,Jalisco,4,Amacueca,14-004,jalisco,amacueca,jalisco-amacueca,jalisco-amacueca,100,jalisco,amacueca,jalisco-amacueca
14,Jalisco,5,Amatitán,14-005,jalisco,amatitan,jalisco-amatitan,jalisco-amatitan,100,jalisco,amatitan,jalisco-amatitan
14,Jalisco,6,Ameca,14-006,jalisco,ameca,jalisco-ameca,jalisco-ameca,100,jalisco,ameca,jalisco-ameca
14,Jalisco,7,San Juanito de Escobedo,14-007,jalisco,san juanito de escobedo,jalisco-san juanito de escobedo,jalisco-san juanito de escobedo,100,jalisco,san juanito de escobedo,jalisco-san juanito de escobedo
14,Jalisco,8,Arandas,14-008,jalisco,arandas,jalisco-arandas,jalisco-arandas,100,jalisco,arandas,jalisco-arandas
14,Jalisco,9,El Arenal,14-009,jalisco,el arenal,jalisco-el arenal,jalisco-el arenal,100,jalisco,el arenal,jalisco-el arenal
14,Jalisco,10,Atemajac de Brizuela,14-010,jalisco,atemajac de brizuela,jalisco-atemajac de brizuela,jalisco-atemajac de brizuela,100,jalisco,atemajac de brizuela,jalisco-atemajac de brizuela
14,Jalisco,11,Atengo,14-011,jalisco,atengo,jalisco-atengo,jalisco-atengo,100,jalisco,atengo,jalisco-atengo
14,Jalisco,12,Atenguillo,14-012,jalisco,atenguillo,jalisco-atenguillo,jalisco-atenguillo,100,jalisco,atenguillo,jalisco-atenguillo
14,Jalisco,13,Atotonilco el Alto,14-013,jalisco,atotonilco el alto,jalisco-atotonilco el alto,jalisco-atotonilco el alto,100,jalisco,atotonilco el alto,jalisco-atotonilco el alto
14,Jalisco,14,Atoyac,14-014,jalisco,atoyac,jalisco-atoyac,jalisco-atoyac,100,jalisco,atoyac,jalisco-atoyac
14,Jalisco,15,Autlán de Navarro,14-015,jalisco,autlan de navarro,jalisco-autlan de navarro,jalisco-autlan de navarro,100,jalisco,autlan de navarro,jalisco-autlan de navarro
14,Jalisco,16,Ayotlán,14-016,jalisco,ayotlan,jalisco-ayotlan,jalisco-ayotlan,100,jalisco,ayotlan,jalisco-ayotlan
14,Jalisco,17,Ayutla,14-017,jalisco,ayutla,jalisco-ayutla,jalisco-ayutla,100,jalisco,ayutla,jalisco-ayutla
14,Jalisco,18,La Barca,14-018,jalisco,la barca,jalisco-la barca,jalisco-la barca,100,jalisco,la barca,jalisco-la barca
14,Jalisco,19,Bolaños,14-019,jalisco,bolanos,jalisco-bolanos,jalisco-bolanos,100,jalisco,bolanos,jalisco-bolanos
14,Jalisco,20,Cabo Corrientes,14-020,jalisco,cabo corrientes,jalisco-cabo corrientes,jalisco-cabo corrientes,100,jalisco,cabo corrientes,jalisco-cabo corrientes
14,Jalisco,21,Casimiro Castillo,14-021,jalisco,casimiro castillo,jalisco-casimiro castillo,jalisco-casimiro castillo,100,jalisco,casimiro castillo,jalisco-casimiro castillo
14,Jalisco,23,Zapotlán el Grande,14-023,jalisco,zapotlan el grande,jalisco-zapotlan el grande,jalisco-zapotlan el grande,100,jalisco,zapotlan el grande,jalisco-zapotlan el grande
14,Jalisco,24,Cocula,14-024,jalisco,cocula,jalisco-cocula,jalisco-cocula,100,jalisco,cocula,jalisco-cocula
14,Jalisco,25,Colotlán,14-025,jalisco,colotlan,jalisco-colotlan,jalisco-colotlan,100,jalisco,colotlan,jalisco-colotlan
14,Jalisco,26,Concepción de Buenos Aires,14-026,jalisco,concepcion de buenos aires,jalisco-concepcion de buenos aires,jalisco-concepcion de buenos aires,100,jalisco,concepcion de buenos aires,jalisco-concepcion de buenos aires
14,Jalisco,27,Cuautitlán de García Barragán,14-027,jalisco,cuautitlan de garcia barragan,jalisco-cuautitlan de garcia barragan,jalisco-cuautitlan de garcia barragan,100,jalisco,cuautitlan de garcia barragan,jalisco-cuautitlan de garcia barragan
14,Jalisco,28,Cuautla,14-028,jalisco,cuautla,jalisco-cuautla,jalisco-cuautla,100,jalisco,cuautla,jalisco-cuautla
14,Jalisco,29,Cuquío,14-029,jalisco,cuquio,jalisco-cuquio,jalisco-cuquio,100,jalisco,cuquio,jalisco-cuquio
14,Jalisco,30,Chapala,14-030,jalisco,chapala,jalisco-chapala,jalisco-chapala,100,jalisco,chapala,jalisco-chapala
14,Jalisco,31,Chimaltitán,14-031,jalisco,chimaltitan,jalisco-chimaltitan,jalisco-chimaltitan,100,jalisco,chimaltitan,jalisco-chimaltitan
14,Jalisco,32,Chiquilistlán,14-032,jalisco,chiquilistlan,jalisco-chiquilistlan,jalisco-chiquilistlan,100,jalisco,chiquilistlan,jalisco-chiquilistlan
14,Jalisco,33,Degollado,14-033,jalisco,degollado,jalisco-degollado,jalisco-degollado,100,jalisco,degollado,jalisco-degollado
14,Jalisco,34,Ejutla,14-034,jalisco,ejutla,jalisco-ejutla,jalisco-ejutla,100,jalisco,ejutla,jalisco-ejutla
14,Jalisco,35,Encarnación de Díaz,14-035,jalisco,encarnacion de diaz,jalisco-encarnacion de diaz,jalisco-encarnacion de diaz,100,jalisco,encarnacion de diaz,jalisco-encarnacion de diaz
14,Jalisco,36,Etzatlán,14-036,jalisco,etzatlan,jalisco-etzatlan,jalisco-etzatlan,100,jalisco,etzatlan,jalisco-etzatlan
14,Jalisco,37,El Grullo,14-037,jalisco,el grullo,jalisco-el grullo,jalisco-el grullo,100,jalisco,el grullo,jalisco-el grullo
14,Jalisco,38,Guachinango,14-038,jalisco,guachinango,jalisco-guachinango,jalisco-guachinango,100,jalisco,guachinango,jalisco-guachinango
14,Jalisco,39,Guadalajara,14-039,jalisco,guadalajara,jalisco-guadalajara,jalisco-guadalajara,100,jalisco,guadalajara,jalisco-guadalajara
14,Jalisco,40,Hostotipaquillo,14-040,jalisco,hostotipaquillo,jalisco-hostotipaquillo,jalisco-hostotipaquillo,100,jalisco,hostotipaquillo,jalisco-hostotipaquillo
14,Jalisco,41,Huejúcar,14-041,jalisco,huejucar,jalisco-huejucar,jalisco-huejucar,100,jalisco,huejucar,jalisco-huejucar
14,Jalisco,42,Huejuquilla el Alto,14-042,jalisco,huejuquilla el alto,jalisco-huejuquilla el alto,jalisco-huejuquilla el alto,100,jalisco,huejuquilla el alto,jalisco-huejuquilla el alto
14,Jalisco,43,La Huerta,14-043,jalisco,la huerta,jalisco-la huerta,jalisco-la huerta,100,jalisco,la huerta,jalisco-la huerta
14,Jalisco,44,Ixtlahuacán de los Membrillos,14-044,jalisco,ixtlahuacan de los membrillos,jalisco-ixtlahuacan de los membrillos,jalisco-ixtlahuacan de los membrillos,100,jalisco,ixtlahuacan de los membrillos,jalisco-ixtlahuacan de los membrillos
14,Jalisco,45,Ixtlahuacán del Río,14-045,jalisco,ixtlahuacan del rio,jalisco-ixtlahuacan del rio,jalisco-ixtlahuacan del rio,100,jalisco,ixtlahuacan del rio,jalisco-ixtlahuacan del rio
14,Jalisco,46,Jalostotitlán,14-046,jalisco,jalostotitlan,jalisco-jalostotitlan,jalisco-jalostotitlan,100,jalisco,jalostotitlan,jalisco-jalostotitlan
14,Jalisco,47,Jamay,14-047,jalisco,jamay,jalisco-jamay,jalisco-jamay,100,jalisco,jamay,jalisco-jamay
14,Jalisco,48,Jesús María,14-048,jalisco,jesus maria,jalisco-jesus maria,jalisco-jesus maria,100,jalisco,jesus maria,jalisco-jesus maria
14,Jalisco,49,Jilotlán de los Dolores,14-049,jalisco,jilotlan de los dolores,jalisco-jilotlan de los dolores,jalisco-jilotlan de los dolores,100,jalisco,jilotlan de los dolores,jalisco-jilotlan de los dolores
14,Jalisco,50,Jocotepec,14-050,jalisco,jocotepec,jalisco-jocotepec,jalisco-jocotepec,100,jalisco,jocotepec,jalisco-jocotepec
14,Jalisco,51,Juanacatlán,14-051,jalisco,juanacatlan,jalisco-juanacatlan,jalisco-juanacatlan,100,jalisco,juanacatlan,jalisco-juanacatlan
14,Jalisco,52,Juchitlán,14-052,jalisco,juchitlan,jalisco-juchitlan,jalisco-juchitlan,100,jalisco,juchitlan,jalisco-juchitlan
14,Jalisco,53,Lagos de Moreno,14-053,jalisco,lagos de moreno,jalisco-lagos de moreno,jalisco-lagos de moreno,100,jalisco,lagos de moreno,jalisco-lagos de moreno
14,Jalisco,54,El Limón,14-054,jalisco,el limon,jalisco-el limon,jalisco-el limon,100,jalisco,el limon,jalisco-el limon
14,Jalisco,55,Magdalena,14-055,jalisco,magdalena,jalisco-magdalena,jalisco-magdalena,100,jalisco,magdalena,jalisco-magdalena
14,Jalisco,56,Santa María del Oro,14-056,jalisco,santa maria del oro,jalisco-santa maria del oro,jalisco-santa maria del oro,100,jalisco,santa maria del oro,jalisco-santa maria del oro
14,Jalisco,57,La Manzanilla de la Paz,14-057,jalisco,la manzanilla de la paz,jalisco-la manzanilla de la paz,jalisco-la manzanilla de la paz,100,jalisco,la manzanilla de la paz,jalisco-la manzanilla de la paz
14,Jalisco,58,Mascota,14-058,jalisco,mascota,jalisco-mascota,jalisco-mascota,100,jalisco,mascota,jalisco-mascota
14,Jalisco,59,Mazamitla,14-059,jalisco,mazamitla,jalisco-mazamitla,jalisco-mazamitla,100,jalisco,mazamitla,jalisco-mazamitla
14,Jalisco,60,Mexticacán,14-060,jalisco,mexticacan,jalisco-mexticacan,jalisco-mexticacan,100,jalisco,mexticacan,jalisco-mexticacan
14,Jalisco,61,Mezquitic,14-061,jalisco,mezquitic,jalisco-mezquitic,jalisco-mezquitic,100,jalisco,mezquitic,jalisco-mezquitic
14,Jalisco,62,Mixtlán,14-062,jalisco,mixtlan,jalisco-mixtlan,jalisco-mixtlan,100,jalisco,mixtlan,jalisco-mixtlan
14,Jalisco,63,Ocotlán,14-063,jalisco,ocotlan,jalisco-ocotlan,jalisco-ocotlan,100,jalisco,ocotlan,jalisco-ocotlan
14,Jalisco,64,Ojuelos de Jalisco,14-064,jalisco,ojuelos de jalisco,jalisco-ojuelos de jalisco,jalisco-ojuelos de jalisco,100,jalisco,ojuelos de jalisco,jalisco-ojuelos de jalisco
14,Jalisco,65,Pihuamo,14-065,jalisco,pihuamo,jalisco-pihuamo,jalisco-pihuamo,100,jalisco,pihuamo,jalisco-pihuamo
14,Jalisco,66,Poncitlán,14-066,jalisco,poncitlan,jalisco-poncitlan,jalisco-poncitlan,100,jalisco,poncitlan,jalisco-poncitlan
14,Jalisco,67,Puerto Vallarta,14-067,jalisco,puerto vallarta,jalisco-puerto vallarta,jalisco-puerto vallarta,100,jalisco,puerto vallarta,jalisco-puerto vallarta
14,Jalisco,68,Villa Purificación,14-068,jalisco,villa purificacion,jalisco-villa purificacion,jalisco-villa purificacion,100,jalisco,villa purificacion,jalisco-villa purificacion
14,Jalisco,69,Quitupan,14-069,jalisco,quitupan,jalisco-quitupan,jalisco-quitupan,100,jalisco,quitupan,jalisco-quitupan
14,Jalisco,70,El Salto,14-070,jalisco,el salto,jalisco-el salto,jalisco-el salto,100,jalisco,el salto,jalisco-el salto
14,Jalisco,71,San Cristóbal de la Barranca,14-071,jalisco,san cristobal de la barranca,jalisco-san cristobal de la barranca,jalisco-san cristobal de la barranca,100,jalisco,san cristobal de la barranca,jalisco-san cristobal de la barranca
14,Jalisco,72,San Diego de Alejandría,14-072,jalisco,san diego de alejandria,jalisco-san diego de alejandria,jalisco-san diego de alejandria,100,jalisco,san diego de alejandria,jalisco-san diego de alejandria
14,Jalisco,73,San Juan de los Lagos,14-073,jalisco,san juan de los lagos,jalisco-san juan de los lagos,jalisco-san juan de los lagos,100,jalisco,san juan de los lagos,jalisco-san juan de los lagos
14,Jalisco,74,San Julián,14-074,jalisco,san julian,jalisco-san julian,jalisco-san julian,100,jalisco,san julian,jalisco-san julian
14,Jalisco,75,San Marcos,14-075,jalisco,san marcos,jalisco-san marcos,jalisco-san marcos,100,jalisco,san marcos,jalisco-san marcos
14,Jalisco,76,San Martín de Bolaños,14-076,jalisco,san martin de bolanos,jalisco-san martin de bolanos,jalisco-san martin de bolanos,100,jalisco,san martin de bolanos,jalisco-san martin de bolanos
14,Jalisco,77,San Martín Hidalgo,14-077,jalisco,san martin hidalgo,jalisco-san martin hidalgo,jalisco-san martin hidalgo,100,jalisco,san martin hidalgo,jalisco-san martin hidalgo
14,Jalisco,78,San Miguel el Alto,14-078,jalisco,san miguel el alto,jalisco-san miguel el alto,jalisco-san miguel el alto,100,jalisco,san miguel el alto,jalisco-san miguel el alto
14,Jalisco,79,Gómez Farías,14-079,jalisco,gomez farias,jalisco-gomez farias,jalisco-gomez farias,100,jalisco,gomez farias,jalisco-gomez farias
14,Jalisco,80,San Sebastián del Oeste,14-080,jalisco,san sebastian del oeste,jalisco-san sebastian del oeste,jalisco-san sebastian del oeste,100,jalisco,san sebastian del oeste,jalisco-san sebastian del oeste
14,Jalisco,81,Santa María de los Ángeles,14-081,jalisco,santa maria de los angeles,jalisco-santa maria de los angeles,jalisco-santa maria de los angeles,100,jalisco,santa maria de los angeles,jalisco-santa maria de los angeles
14,Jalisco,82,Sayula,14-082,jalisco,sayula,jalisco-sayula,jalisco-sayula,100,jalisco,sayula,jalisco-sayula
14,Jalisco,83,Tala,14-083,jalisco,tala,jalisco-tala,jalisco-tala,100,jalisco,tala,jalisco-tala
14,Jalisco,84,Talpa de Allende,14-084,jalisco,talpa de allende,jalisco-talpa de allende,jalisco-talpa de allende,100,jalisco,talpa de allende,jalisco-talpa de allende
14,Jalisco,85,Tamazula de Gordiano,14-085,jalisco,tamazula de gordiano,jalisco-tamazula de gordiano,jalisco-tamazula de gordiano,100,jalisco,tamazula de gordiano,jalisco-tamazula de gordiano
14,Jalisco,86,Tapalpa,14-086,jalisco,tapalpa,jalisco-tapalpa,jalisco-tapalpa,100,jalisco,tapalpa,jalisco-tapalpa
14,Jalisco,87,Tecalitlán,14-087,jalisco,tecalitlan,jalisco-tecalitlan,jalisco-tecalitlan,100,jalisco,tecalitlan,jalisco-tecalitlan
14,Jalisco,88,Tecolotlán,14-088,jalisco,tecolotlan,jalisco-tecolotlan,jalisco-tecolotlan,100,jalisco,tecolotlan,jalisco-tecolotlan
14,Jalisco,89,Techaluta de Montenegro,14-089,jalisco,techaluta de montenegro,jalisco-techaluta de montenegro,jalisco-techaluta de montenegro,100,jalisco,techaluta de montenegro,jalisco-techaluta de montenegro
14,Jalisco,90,Tenamaxtlán,14-090,jalisco,tenamaxtlan,jalisco-tenamaxtlan,jalisco-tenamaxtlan,100,jalisco,tenamaxtlan,jalisco-tenamaxtlan
14,Jalisco,91,Teocaltiche,14-091,jalisco,teocaltiche,jalisco-teocaltiche,jalisco-teocaltiche,100,jalisco,teocaltiche,jalisco-teocaltiche
14,Jalisco,92,Teocuitatlán de Corona,14-092,jalisco,teocuitatlan de corona,jalisco-teocuitatlan de corona,jalisco-teocuitatlan de corona,100,jalisco,teocuitatlan de corona,jalisco-teocuitatlan de corona
14,Jalisco,93,Tepatitlán de Morelos,14-093,jalisco,tepatitlan de morelos,jalisco-tepatitlan de morelos,jalisco-tepatitlan de morelos,100,jalisco,tepatitlan de morelos,jalisco-tepatitlan de morelos
14,Jalisco,94,Tequila,14-094,jalisco,tequila,jalisco-tequila,jalisco-tequila,100,jalisco,tequila,jalisco-tequila
14,Jalisco,95,Teuchitlán,14-095,jalisco,teuchitlan,jalisco-teuchitlan,jalisco-teuchitlan,100,jalisco,teuchitlan,jalisco-teuchitlan
14,Jalisco,96,Tizapán el Alto,14-096,jalisco,tizapan el alto,jalisco-tizapan el alto,jalisco-tizapan el alto,100,jalisco,tizapan el alto,jalisco-tizapan el alto
14,Jalisco,97,Tlajomulco de Zúñiga,14-097,jalisco,tlajomulco de zuniga,jalisco-tlajomulco de zuniga,jalisco-tlajomulco de zuniga,100,jalisco,tlajomulco de zuniga,jalisco-tlajomulco de zuniga
14,Jalisco,99,Tolimán,14-099,jalisco,toliman,jalisco-toliman,jalisco-toliman,100,jalisco,toliman,jalisco-toliman
14,Jalisco,100,Tomatlán,14-100,jalisco,tomatlan,jalisco-tomatlan,jalisco-tomatlan,100,jalisco,tomatlan,jalisco-tomatlan
14,Jalisco,101,Tonalá,14-101,jalisco,tonala,jalisco-tonala,jalisco-tonala,100,jalisco,tonala,jalisco-tonala
14,Jalisco,102,Tonaya,14-102,jalisco,tonaya,jalisco-tonaya,jalisco-tonaya,100,jalisco,tonaya,jalisco-tonaya
14,Jalisco,103,Tonila,14-103,jalisco,tonila,jalisco-tonila,jalisco-tonila,100,jalisco,tonila,jalisco-tonila
14,Jalisco,104,Totatiche,14-104,jalisco,totatiche,jalisco-totatiche,jalisco-totatiche,100,jalisco,totatiche,jalisco-totatiche
14,Jalisco,105,Tototlán,14-105,jalisco,tototlan,jalisco-tototlan,jalisco-tototlan,100,jalisco,tototlan,jalisco-tototlan
14,Jalisco,106,Tuxcacuesco,14-106,jalisco,tuxcacuesco,jalisco-tuxcacuesco,jalisco-tuxcacuesco,100,jalisco,tuxcacuesco,jalisco-tuxcacuesco
14,Jalisco,107,Tuxcueca,14-107,jalisco,tuxcueca,jalisco-tuxcueca,jalisco-tuxcueca,100,jalisco,tuxcueca,jalisco-tuxcueca
14,Jalisco,108,Tuxpan,14-108,jalisco,tuxpan,jalisco-tuxpan,jalisco-tuxpan,100,jalisco,tuxpan,jalisco-tuxpan
14,Jalisco,109,Unión de San Antonio,14-109,jalisco,union de san antonio,jalisco-union de san antonio,jalisco-union de san antonio,100,jalisco,union de san antonio,jalisco-union de san antonio
14,Jalisco,110,Unión de Tula,14-110,jalisco,union de tula,jalisco-union de tula,jalisco-union de tula,100,jalisco,union de tula,jalisco-union de tula
14,Jalisco,111,Valle de Guadalupe,14-111,jalisco,valle de guadalupe,jalisco-valle de guadalupe,jalisco-valle de guadalupe,100,jalisco,valle de guadalupe,jalisco-valle de guadalupe
14,Jalisco,112,Valle de Juárez,14-112,jalisco,valle de juarez,jalisco-valle de juarez,jalisco-valle de juarez,100,jalisco,valle de juarez,jalisco-valle de juarez
14,Jalisco,113,San Gabriel,14-113,jalisco,san gabriel,jalisco-san gabriel,jalisco-san gabriel,100,jalisco,san gabriel,jalisco-san gabriel
14,Jalisco,114,Villa Corona,14-114,jalisco,villa corona,jalisco-villa corona,jalisco-villa corona,100,jalisco,villa corona,jalisco-villa corona
14,Jalisco,115,Villa Guerrero,14-115,jalisco,villa guerrero,jalisco-villa guerrero,jalisco-villa guerrero,100,jalisco,villa guerrero,jalisco-villa guerrero
14,Jalisco,116,Villa Hidalgo,14-116,jalisco,villa hidalgo,jalisco-villa hidalgo,jalisco-villa hidalgo,100,jalisco,villa hidalgo,jalisco-villa hidalgo
14,Jalisco,117,Cañadas de Obregón,14-117,jalisco,canadas de obregon,jalisco-canadas de obregon,jalisco-canadas de obregon,100,jalisco,canadas de obregon,jalisco-canadas de obregon
14,Jalisco,118,Yahualica de González Gallo,14-118,jalisco,yahualica de gonzalez gallo,jalisco-yahualica de gonzalez gallo,jalisco-yahualica de gonzalez gallo,100,jalisco,yahualica de gonzalez gallo,jalisco-yahualica de gonzalez gallo
14,Jalisco,119,Zacoalco de Torres,14-119,jalisco,zacoalco de torres,jalisco-zacoalco de torres,jalisco-zacoalco de torres,100,jalisco,zacoalco de torres,jalisco-zacoalco de torres
14,Jalisco,120,Zapopan,14-120,jalisco,zapopan,jalisco-zapopan,jalisco-zapopan,100,jalisco,zapopan,jalisco-zapopan
14,Jalisco,121,Zapotiltic,14-121,jalisco,zapotiltic,jalisco-zapotiltic,jalisco-zapotiltic,100,jalisco,zapotiltic,jalisco-zapotiltic
14,Jalisco,122,Zapotitlán de Vadillo,14-122,jalisco,zapotitlan de vadillo,jalisco-zapotitlan de vadillo,jalisco-zapotitlan de vadillo,100,jalisco,zapotitlan de vadillo,jalisco-zapotitlan de vadillo
14,Jalisco,123,Zapotlán del Rey,14-123,jalisco,zapotlan del rey,jalisco-zapotlan del rey,jalisco-zapotlan del rey,100,jalisco,zapotlan del rey,jalisco-zapotlan del rey
14,Jalisco,124,Zapotlanejo,14-124,jalisco,zapotlanejo,jalisco-zapotlanejo,jalisco-zapotlanejo,100,jalisco,zapotlanejo,jalisco-zapotlanejo
14,Jalisco,125,San Ignacio Cerro Gordo,14-125,jalisco,san ignacio cerro gordo,jalisco-san ignacio cerro gordo,jalisco-san ignacio cerro gordo,100,jalisco,san ignacio cerro gordo,jalisco-san ignacio cerro gordo
15,México,2,Acolman,15-002,mexico,acolman,mexico-acolman,mexico-acolman,100,mexico,acolman,mexico-acolman
15,México,3,Aculco,15-003,mexico,aculco,mexico-aculco,mexico-aculco,100,mexico,aculco,mexico-aculco
15,México,4,Almoloya de Alquisiras,15-004,mexico,almoloya de alquisiras,mexico-almoloya de alquisiras,mexico-almoloya de alquisiras,100,mexico,almoloya de alquisiras,mexico-almoloya de alquisiras
15,México,5,Almoloya de Juárez,15-005,mexico,almoloya de juarez,mexico-almoloya de juarez,mexico-almoloya de juarez,100,mexico,almoloya de juarez,mexico-almoloya de juarez
15,México,6,Almoloya del Río,15-006,mexico,almoloya del rio,mexico-almoloya del rio,mexico-almoloya del rio,100,mexico,almoloya del rio,mexico-almoloya del rio
15,México,7,Amanalco,15-007,mexico,amanalco,mexico-amanalco,mexico-amanalco,100,mexico,amanalco,mexico-amanalco
15,México,8,Amatepec,15-008,mexico,amatepec,mexico-amatepec,mexico-amatepec,100,mexico,amatepec,mexico-amatepec
15,México,9,Amecameca,15-009,mexico,amecameca,mexico-amecameca,mexico-amecameca,100,mexico,amecameca,mexico-amecameca
15,México,10,Apaxco,15-010,mexico,apaxco,mexico-apaxco,mexico-apaxco,100,mexico,apaxco,mexico-apaxco
15,México,11,Atenco,15-011,mexico,atenco,mexico-atenco,mexico-atenco,100,mexico,atenco,mexico-atenco
15,México,12,Atizapán,15-012,mexico,atizapan,mexico-atizapan,mexico-atizapan,100,mexico,atizapan,mexico-atizapan
15,México,13,Atizapán de Zaragoza,15-013,mexico,atizapan de zaragoza,mexico-atizapan de zaragoza,mexico-atizapan de zaragoza,100,mexico,atizapan de zaragoza,mexico-atizapan de zaragoza
15,México,14,Atlacomulco,15-014,mexico,atlacomulco,mexico-atlacomulco,mexico-atlacomulco,100,mexico,atlacomulco,mexico-atlacomulco
15,México,15,Atlautla,15-015,mexico,atlautla,mexico-atlautla,mexico-atlautla,100,mexico,atlautla,mexico-atlautla
15,México,16,Axapusco,15-016,mexico,axapusco,mexico-axapusco,mexico-axapusco,100,mexico,axapusco,mexico-axapusco
